QID|1|What are the effects of calcium on the physical properties of mucus from CF patients? 
483|2.284077
525|1.329434
739|1.233679
52|1.211701
964|1.141585
824|1.061208
147|0.984161
1103|0.963493
947|0.963335
1022|0.948920
954|0.938962
1184|0.912356
532|0.898405
53|0.853874
847|0.821245
957|0.815759
40|0.782808
440|0.768133
844|0.746945
521|0.730511
QID|2|Can one distinguish between the effects of mucus hypersecretion and infection on the submucosal glands of the respiratory tract in CF?
483|2.284077
590|1.423744
525|1.329434
739|1.233679
52|1.211701
964|1.141585
824|1.061208
160|0.991016
147|0.984161
1103|0.963493
947|0.963335
1022|0.948920
954|0.938962
1184|0.912356
532|0.898405
53|0.853874
1166|0.840408
847|0.821245
957|0.815759
40|0.782808
QID|3|How are salivary glycoproteins from CF patients different from those of normal subjects?
483|2.284077
853|2.028371
77|1.637870
438|1.542498
1202|1.535066
499|1.490914
590|1.423744
956|1.397956
1192|1.358503
631|1.331384
525|1.329434
739|1.233679
52|1.211701
642|1.194650
964|1.141585
953|1.078146
824|1.061208
365|1.015244
2|0.995252
160|0.991016
QID|4|What is the lipid composition of CF respiratory secretions?
483|2.284077
853|2.028371
77|1.637870
438|1.542498
1202|1.535066
499|1.490914
590|1.423744
925|1.412941
956|1.397956
1192|1.358503
631|1.331384
525|1.329434
739|1.233679
713|1.215765
52|1.211701
642|1.194650
964|1.141585
160|1.112127
953|1.078146
824|1.061208
QID|5|Is CF mucus abnormal?
483|2.284077
853|2.028371
77|1.637870
438|1.542498
1202|1.535066
499|1.490914
590|1.423744
925|1.412941
956|1.397956
1192|1.358503
631|1.331384
525|1.329434
739|1.233679
713|1.215765
52|1.211701
642|1.194650
964|1.141585
160|1.112127
953|1.078146
824|1.061208
QID|6|What is the effect of water or other therapeutic agents on the physical properties (viscosity, elasticity) of sputum or bronchial secretions from CF patients?
483|2.284077
853|2.028371
77|1.637870
438|1.542498
1202|1.535066
499|1.490914
590|1.423744
925|1.412941
956|1.397956
1192|1.358503
631|1.331384
525|1.329434
1160|1.278971
739|1.233679
713|1.215765
52|1.211701
642|1.194650
440|1.176451
964|1.141585
160|1.112127
QID|7|Are mucus glycoproteins degraded differently in CF patients as compared to those from normal subjects?
483|2.284077
853|2.028371
77|1.637870
438|1.542498
1202|1.535066
499|1.490914
590|1.423744
925|1.412941
956|1.397956
1192|1.358503
631|1.331384
525|1.329434
1160|1.278971
739|1.233679
713|1.215765
52|1.211701
642|1.194650
853|1.184051
440|1.176451
964|1.141585
QID|8|What histochemical differences have been described between normal and CF respiratory epithelia?
483|2.284077
853|2.028371
77|1.637870
438|1.542498
1202|1.535066
499|1.490914
590|1.423744
925|1.412941
956|1.397956
1192|1.358503
631|1.331384
525|1.329434
1160|1.278971
739|1.233679
713|1.215765
52|1.211701
642|1.194650
853|1.184051
440|1.176451
964|1.141585
QID|9|What is the association between liver disease (cirrhosis) and vitamin A metabolism in CF?
413|3.145787
1104|2.758478
295|2.315119
483|2.284077
875|2.280298
853|2.028371
157|1.993163
77|1.637870
674|1.574870
438|1.542498
1202|1.535066
499|1.490914
590|1.423744
925|1.412941
956|1.397956
1192|1.358503
1186|1.347925
631|1.331384
525|1.329434
1160|1.278971
QID|10|What is the role of Vitamin E in the therapy of patients with CF?
413|3.145787
1104|2.758478
295|2.315119
483|2.284077
875|2.280298
853|2.028371
157|1.993163
325|1.710794
77|1.637870
674|1.574870
438|1.542498
1202|1.535066
499|1.490914
960|1.423820
590|1.423744
925|1.412941
956|1.397956
1192|1.358503
1186|1.347925
631|1.331384
QID|11|What is the difference between meconium ileus and meconium plug syndrome?
413|3.145787
1104|2.758478
295|2.315119
483|2.284077
875|2.280298
832|2.066721
853|2.028371
157|1.993163
482|1.902011
1060|1.869897
695|1.831063
325|1.710794
469|1.661263
77|1.637870
233|1.619666
1010|1.582014
674|1.574870
318|1.554942
438|1.542498
1202|1.535066
QID|12|What abnormalities of amino acid transport have been described in the small bowel of CF patients?
413|3.145787
1104|2.758478
295|2.315119
483|2.284077
875|2.280298
832|2.066721
853|2.028371
157|1.993163
482|1.902011
1060|1.869897
695|1.831063
325|1.710794
469|1.661263
77|1.637870
233|1.619666
1010|1.582014
674|1.574870
318|1.554942
438|1.542498
1202|1.535066
QID|13|What are the clinical or biochemical features of pancreatitis in CF patients?
899|4.231567
413|3.145787
1104|2.758478
295|2.315119
483|2.284077
875|2.280298
975|2.103274
832|2.066721
1120|2.033271
853|2.028371
313|2.015664
157|1.993163
482|1.902011
1060|1.869897
695|1.831063
325|1.710794
469|1.661263
77|1.637870
233|1.619666
1010|1.582014
QID|14|What non-invasive tests can be performed for the evaluation of exocrine pancreatic function in patients with CF?
899|4.231567
413|3.145787
1104|2.758478
295|2.315119
483|2.284077
875|2.280298
975|2.103274
832|2.066721
1120|2.033271
853|2.028371
313|2.015664
157|1.993163
482|1.902011
1060|1.869897
695|1.831063
325|1.710794
469|1.661263
77|1.637870
233|1.619666
1010|1.582014
QID|15|What are the hepatic complications or manifestations of CF?
899|4.231567
413|3.145787
1104|2.758478
295|2.315119
483|2.284077
875|2.280298
975|2.103274
832|2.066721
1120|2.033271
853|2.028371
313|2.015664
157|1.993163
482|1.902011
1060|1.869897
695|1.831063
325|1.710794
469|1.661263
77|1.637870
233|1.619666
1010|1.582014
QID|16|What are the gastrointestinal complications of CF after the neonatal period (exclude liver disease and meconium ileus)?
899|4.231567
413|3.145787
1104|2.758478
295|2.315119
483|2.284077
875|2.280298
975|2.103274
832|2.066721
1120|2.033271
853|2.028371
313|2.015664
157|1.993163
482|1.902011
1060|1.869897
695|1.831063
325|1.710794
469|1.661263
77|1.637870
233|1.619666
1010|1.582014
QID|17|What is the most effective regimen for the use of pancreatic enzyme supplements in the treatment of CF patients?
899|4.231567
413|3.145787
1104|2.758478
295|2.315119
483|2.284077
